PERMIT_NUM,STRUCTURE_TYPE,ADDRESS,City,Country,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,CURRENT_USE,PROPOSED_USE,DWELLING_UNITS_CREATED,DWELLING_UNITS_LOST,EST_CONST_COST,ASSEMBLY,RESIDENTIAL
16 142709 BLD,SFD - Detached,"1036 DOVERCOURT RD   Toronto, Ontario, Canada",Toronto,Canada,2016-04-19,2016-07-21,2018-02-28,Closed,Proposal to construct a new three storey SFD with finished basement,Sfd-Detached,Sfd-Detached,1,0,"300,000",0,221.31
16 154537 BLD,SFD - Detached,"29 WESTBOURNE AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-05-12,2016-07-08,2018-05-14,Closed,Construct a new two storey dwelling (192m2) with attached garage and finished basement (40m2),Sfd-Detached,Sfd-Detached,1,0,"300,000",0,192
16 156012 BLD,SFD - Detached,"29 WESTBOURNE AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-05-16,2016-07-12,2018-05-15,Closed,Construct a new two storey dwelling (192m2) with attached garage and finished basement (40m2),Sfd-Detached,Sfd-Detached,1,0,"300,000",0,192
16 166326 BLD,SFD - Detached,"38 LORINDALE AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-06-02,2016-06-24,2018-06-07,Closed,Construct two storey SFD-Detached (201m2),Sfd-Detached,Sfd-Detached,1,0,"300,000",0,201
16 166509 BLD,SFD - Detached,"78 GOODERHAM DR   Toronto, Ontario, Canada",Toronto,Canada,2016-06-02,,2018-07-13,Cancelled,New 2 storey single family dwelling,Sfd,Sfd,1,0,"300,000",0,436
16 173191 BLD,SFD - Detached,"247 JOHN ST   Toronto, Ontario, Canada",Toronto,Canada,2016-06-13,2016-10-19,2018-08-19,Closed,Proposal to construct two-storey single family detached dwelling (312m2).,Vacant,Sfd - Detached,1,0,"300,000",0,312
16 176122 BLD,SFD - Detached,"28 BEXHILL AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-06-17,2016-07-06,2018-05-25,Closed,Construct a new two storey SFD-Detached (192m2) with attached garage and finished basement (90m2),Sfd-Detached,Sfd-Detached,1,0,"300,000",0,192
16 176130 BLD,SFD - Detached,"28 BEXHILL AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-06-17,2016-10-25,2018-05-28,Closed,Construct a new two storey SFD-Detached (192m2) with attached garage and finished basement (90m2),Sfd-Detached,Sfd-Detached,1,0,"300,000",0,192
16 182207 BLD,SFD - Detached,"21 MCDONALD AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-06-28,2016-09-19,2018-04-11,Closed,Proposed construction of a new 2 storey detached sfd with a finished basement. Lot being severed and existing house to be demolished.,Sfd,Sfd,1,0,"300,000",0,186.34
16 182213 BLD,SFD - Detached,"21 MCDONALD AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-06-28,2016-09-19,2018-04-20,Closed,Proposed construction of a new 2 storey detached sfd with a finished basement. Lot being severed and existing house to be demolished.,Sfd,Sfd,1,0,"300,000",0,186.34
16 190812 BLD,SFD - Detached,"29 HUNTINGTON AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-07-14,2016-10-19,2018-03-14,Closed,Demolish existing house and create new 2 storey dwelling with finished basement on newly severed lot,Single Family Dwelling,Single Family Dwelling,1,0,"300,000",0,205.4
16 190907 BLD,SFD - Detached,"29 HUNTINGTON AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-07-14,2016-10-20,2018-03-14,Closed,Construct a  new 2 storey dwelling (217m2)  with finished basement (108m2) on newly severed lot,Single Family Dwelling,Single Family Dwelling,1,0,"300,000",0,217
16 228716 BLD,SFD - Semi-Detached,"160 CEDRIC AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-09-26,2016-11-02,2018-04-27,Closed,"New 3 storey semi detached house (160A Cedric) , existing house to be demolished",Sfd,Sfd-Semi,1,0,"300,000",0,177.25
16 228743 BLD,SFD - Semi-Detached,"160 CEDRIC AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-09-26,2016-11-02,2018-04-27,Closed,"New 3 storey semi detached house(160B Cedric), existing house to be demolished",Sfd,Sfd-Semi,2,0,"300,000",0,177.25
16 248446 BLD,SFD - Detached,"260 JOHNSTON AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-11-08,,2018-10-11,Cancelled,Two storey single family dwelling with integral garage at grade.,Vacant,Sfd Det,1,0,"300,000",0,193
16 271444 BLD,SFD - Detached,"141 KANE AVE   Toronto, Ontario, Canada",Toronto,Canada,2016-12-29,2017-01-19,2018-08-13,Closed,"Proposal to construct a new 2 storey SFD-detached dwelling.  See also 16 271441 DEM, 16 185235 ZZC, and 2016 208736 MV.",Vacant,Sfd-Detached,1,0,"300,000",0,205.66
17 103246 BLD,SFD - Detached,"151 HOLBORNE AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-01-11,2017-02-01,2018-05-30,Closed,"Proposal to construct a new 2 storey SFD with integral garage and finished basement.  See Demo, ZZC, and COA.",Vacant,Sfd,1,0,"300,000",0,181.98
17 114205 BLD,SFD - Detached,"49 NORDALE CRES   Toronto, Ontario, Canada",Toronto,Canada,2017-02-07,2017-03-10,2018-05-07,Closed,Proposal to construct a 2 storey SFD with integral garage and finished basement.  See ZZC and COA.,Vacant,Sfd,1,0,"300,000",0,367.63
17 132944 BLD,SFD - Detached,"55 CHERRYSTONE DR   Toronto, Ontario, Canada",Toronto,Canada,2017-03-23,2017-04-06,2018-06-04,Closed,Proposed two storey dwelling with attached garages.,Sfd,Sfd,1,0,"300,000",0,359.59
17 183499 BLD,SFD - Detached,"127 JAY ST   Toronto, Ontario, Canada",Toronto,Canada,2017-06-20,2017-07-05,2018-09-10,Closed,Proposal to construct a new two storey detached dwelling with an unfinished basement,Sfd,Sfd,1,0,"300,000",0,356.65
17 241140 BLD,SFD - Semi-Detached,"107 VIRGINIA AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-09-29,2017-10-19,2018-10-31,Closed,PROP. NEW 2 STY  SEMI-DETACHED SFD,Land,Sfd-Semi-Detached,1,0,"300,000",0,170.71
17 241893 BLD,SFD - Semi-Detached,"107 VIRGINIA AVE   Toronto, Ontario, Canada",Toronto,Canada,2017-10-02,2017-12-07,2018-11-01,Closed,PROP. NEW 2 STY  SEMI-DETACHED SFD,Sfd,Sfd-Detached,1,0,"300,000",0,170.71
18 135487 BLD,SFD - Detached,"1 BRENTON ST   Toronto, Ontario, Canada",Toronto,Canada,2018-03-27,,2018-04-12,Cancelled,Proposal to demolish existing dwelling and construct a 2-storey single family dwelling with finished basement and detached garage.,Single Family Dwelling,Single Family Dwelling,1,0,"300,000",0,247.68
18 229986 BLD,SFD - Detached,"56 ASH CRES   Toronto, Ontario, Canada",Toronto,Canada,2018-09-21,,2018-10-24,Cancelled,Proposal to demolish existing sfd and construct new two storey detached dwelling. ,Sfd,Sfd,1,0,"300,000",0,196.7
18 230005 BLD,SFD - Detached,"56 ASH CRES   Toronto, Ontario, Canada",Toronto,Canada,2018-09-21,,2018-10-24,Cancelled,Proposal to demolish existing sfd and construct new two storey detached dwelling. ,Sfd,Sfd,1,0,"300,000",0,195.47
18 230029 BLD,SFD - Detached,"58 ASH CRES   Toronto, Ontario, Canada",Toronto,Canada,2018-09-21,,2018-10-24,Cancelled,Proposal to demolish existing sfd and construct new two storey detached dwelling. ,Sfd,Sfd,1,0,"300,000",0,196.7
18 230051 BLD,SFD - Detached,"58 ASH CRES   Toronto, Ontario, Canada",Toronto,Canada,2018-09-21,,2018-10-24,Cancelled,Proposal to demolish existing sfd and construct new two storey detached dwelling. ,Sfd,Sfd,1,0,"300,000",0,195.47
11 249820 B01,Townhouses,"6500 LAWRENCE AVE E Toronto, Ontario, Canada",Toronto,Canada,2011-08-02,2012-01-25,2014-09-09,Closed,"BLOCK 1, of 5 new townhouse units, BUILDING 1, MODEL CSTH07C, STRATTON CRN. ELEV A",Vacant,Townhouse,1,0,"299,664",0,187.29
11 249821 B05,Townhouses,"6500 LAWRENCE AVE E Toronto, Ontario, Canada",Toronto,Canada,2011-08-02,2012-01-25,2014-10-20,Closed,"MODEL # ""CSTH072"" MODEL NAME ""STRATTON 2 CRN"" ELEVATION ""B-CORNER""
To construct a two storey townhouse with 5 units",Vacant,Sfd - Townhouse,1,0,"299,664",0,187.29
11 249837 B05,Townhouses,"6500 LAWRENCE AVE E Toronto, Ontario, Canada",Toronto,Canada,2011-08-02,2012-01-25,2015-06-05,Closed,"MODEL # ""CSTH07C"" MODEL NAME ""STRATTON CRN"" ELEVATION ""B""
To construct a two storey townhouse with 5 units",Vacant,Sfd - Townhouse,1,0,"299,664",0,187.29
11 250585 B01,Townhouses,"6500 LAWRENCE AVE E Toronto, Ontario, Canada",Toronto,Canada,2011-08-03,2012-01-25,2015-05-21,Closed,"MODEL # ""CSTH07C"" MODEL NAME ""STRATTON CRN"" ELEVATION ""A""
To construct a two storey townhouse with 6 units",Vacant,Sfd - Townhouse,1,0,"299,664",0,187.29
10 293182 B01,Townhouses,"10 BURKEBROOK PL   Toronto, Ontario, Canada",Toronto,Canada,2010-11-08,2011-01-31,2014-02-13,Closed,"""BLOCK 3""  ELEVATION ""F""
Three storey townhouse, Block 3, Unit 12",Vacant,Townhouse,1,0,"299,600",0,213.95
13 205468 B05,Townhouses,"55 BURNABY BLVD   Toronto, Ontario, Canada",Toronto,Canada,2013-07-17,2014-01-30,2015-02-13,Closed,New 3 storey Townhouse with mechanical and elevator penthouse and under ground parking.BLDG A UNITS 1-9.,Vacant,Townhouse,1,0,"299,160",0,184.9
13 109763 B01,Townhouses,"1051 ELLESMERE RD   Toronto, Ontario, Canada",Toronto,Canada,2013-01-22,2013-07-05,2015-03-12,Closed,"MODEL # ""RL3E"" ELEVATION ""A""
construct a new two storey single family dwelling",Vacant,Sfd-Townhouse,1,0,"299,000",0,213.77
13 110182 B01,Townhouses,"1051 ELLESMERE RD   Toronto, Ontario, Canada",Toronto,Canada,2013-01-23,2013-07-05,2015-08-05,Closed,"MODEL # ""RL3C"" ELEVATION ""D""
construct a new two storey single family dwelling",Vacant,Sfd-Townhouse,1,0,"299,000",0,212.28
13 110410 B01,Townhouses,"1051 ELLESMERE RD   Toronto, Ontario, Canada",Toronto,Canada,2013-01-23,2013-07-05,2015-07-17,Closed,"MODEL # ""RL3E"" ELEVATION ""A""
construct a new two storey single family dwelling",Vacant,Sfd-Townhouse,1,0,"299,000",0,213.77
13 110410 B08,Townhouses,"1051 ELLESMERE RD   Toronto, Ontario, Canada",Toronto,Canada,2013-01-23,2013-07-05,2015-07-02,Closed,"MODEL # ""RL3C"" ELEVATION ""D""
construct a new two storey single family dwelling",Vacant,Sfd-Townhouse,1,0,"299,000",0,212.28
11 277635 B01,Townhouses,"2130 BAYVIEW AVE   Toronto, Ontario, Canada",Toronto,Canada,2011-09-19,2012-03-27,2014-10-29,Closed,"MODEL NAME ""END""
Three storey townhouse dwelling above a two level parking garage, Building B, Unit B01",Vacant,Townhouse,1,0,"298,720",0,186.7
04 203581 BLD,SFD - Detached,"115 TORBARRIE RD   Toronto, Ontario, Canada",Toronto,Canada,2004-12-31,2007-04-27,2016-08-19,Closed,New two-storey single family dwelling.  Model #: 4307 - Lot #: 106,,,1,0,"298,300",0,298.3
13 108978 B01,Townhouses,"1051 ELLESMERE RD   Toronto, Ontario, Canada",Toronto,Canada,2013-01-21,2013-07-05,2015-03-05,Closed,"MODEL # ""RL3C"" ELEVATION ""D""
construct a new two storey single family dwelling",Vacant,Sfd-Townhouse,1,0,"298,000",0,212.28
13 109763 B08,Townhouses,"1051 ELLESMERE RD   Toronto, Ontario, Canada",Toronto,Canada,2013-01-22,2013-07-05,2015-03-12,Closed,"MODEL # ""RL3C"" ELEVATION ""D""
construct a new two storey single family dwelling",Vacant,Sfd-Townhouse,1,0,"298,000",0,212.28
11 249834 B05,Townhouses,"6500 LAWRENCE AVE E Toronto, Ontario, Canada",Toronto,Canada,2011-08-02,2012-01-25,2014-05-02,Closed,"MODEL # ""CSTH072"" MODEL NAME ""STRATTON 2 CRN"" ELEV. A
Block of 5 townhouses, BUILDING 3",Vacant,Townhouse,1,0,"297,584",0,185.99
11 257289 B01,Townhouses,"6500 LAWRENCE AVE E Toronto, Ontario, Canada",Toronto,Canada,2011-08-15,2012-01-25,2015-01-07,Closed,"MODEL # ""CSTH072"" MODEL NAME ""STRATTON 2 CRN"" ELEVATION ""A""
To construct a two storey townhouse block with 3 units",Vacant,Sfd - Townhouse,1,0,"297,584",0,185.99
13 237348 B01,Townhouses,"120-130 GEORGE HENRY BLVD   Toronto, Ontario, Canada",Toronto,Canada,2013-09-17,2014-05-09,2016-06-06,Closed,"MODEL # ""C"" ELEVATION ""176.81""
Construct 3 new townhouses",Sfd-Townhouse,Sfd-Townhouse,1,0,"295,000",0,183.25
13 237348 B02,Townhouses,"120-130 GEORGE HENRY BLVD   Toronto, Ontario, Canada",Toronto,Canada,2013-09-17,2014-05-09,2016-06-06,Closed,"MODEL # ""B"" ELEVATION ""177.21""
Construct 3 new townhouses",Sfd-Townhouse,Sfd-Townhouse,1,0,"295,000",0,179
13 237360 B01,Townhouses,"120-130 GEORGE HENRY BLVD   Toronto, Ontario, Canada",Toronto,Canada,2013-09-17,2014-05-09,2016-06-06,Closed,"MODEL # ""A"" ELEVATION ""176.81""
Construct 3 new townhouses",Sfd-Townhouse,Sfd-Townhouse,1,0,"295,000",0,183.25
13 237360 B02,Townhouses,"120-130 GEORGE HENRY BLVD   Toronto, Ontario, Canada",Toronto,Canada,2013-09-17,2014-05-09,2016-06-06,Closed,"MODEL # ""B"" ELEVATION ""177.21""
Construct 3 new townhouses",Sfd-Townhouse,Sfd-Townhouse,1,0,"295,000",0,179
11 257303 B01,Townhouses,"6500 LAWRENCE AVE E Toronto, Ontario, Canada",Toronto,Canada,2011-08-15,2012-01-25,2015-06-09,Closed,"MODEL # ""CSTH07C"" MODEL NAME ""STRATTON CRN"" ELEVATION ""B""
To construct a two storey townhouse block with 3 units",Vacant,Sfd - Townhouse,1,0,"294,304",0,183.94
